entry_id	hebrew	translit	pos	definition	etym_type	etym_root	xref_bdb	xref_strong	xref_aug	xref_twot
dpq	חָדַשׁ	ḥādaš	V	renew	main	חדשׁ	h.aw.aa	2318		613
dpr	חָדָשׁ	ḥādāš	A	new	sub		h.aw.ab	2319		613a
dps	חֹ֫דֶשׁ	ḥōdeš	N	newness	sub		h.aw.ac	2320		613b
dpt	חֹ֫דֶשׁ	ḥōdeš	Np	Hodesh			h.aw.ad	2321		
dpu	חֲדָשָׁה	ḥădāšâ	Np	Hadashah			h.aw.ae	2322		
dpv	חוֹב	ḥôb	N	debt	sub		h.ax.ab	2326		614a
dpw	חוּב	ḥûb	V	be guilty	main	חוב	h.ax.aa	2325		614
dpx	חוֹבָה	ḥôbâ	Np	Hobah			h.ax.ac	2327		
dpy	חוּג	ḥûg	V	draw round	main	חוג	h.ay.aa	2328		615
dpz	חוּג	ḥûg	N	vault	sub		h.ay.ab	2329		615a
dqa	חוּד	ḥûd	V	propound a riddle	sub		h.az.ac	2330		616
dqb	חוד	ḥwd			main	חוד	h.az.aa			
dqc	חַוָּה	ḥawwâ	N	tent-village	sub		h.bb.ab	2333		617a
dqd	חַוָּה	ḥawwâ	Np	Eve			h.ba.ab	2332		
dqe	חָוָה	ḥāwâ	V	tell	main	חוה	h.bc.aa	2331		618
dqf	חוה	ḥwh			main	חוה	h.ba.aa			
dqg	חוה	ḥwh			main	חוה	h.bb.aa			617
dqh	חַוּוֹת יָעִיר	ḥawwôt yāʿîr	Np	(Bashan-) Havoth-jair			h.bb.ab	2334		
